head	relation	tail
Gamaredon Group	USES	T1082
Gamaredon Group	USES	T1071
Gamaredon Group	USES	T1033
Gamaredon Group	USES	T1041
Gamaredon Group	USES	T1120
Gamaredon Group	USES	T1025
Winnti Group	USES	T1057
Winnti Group	USES	T1014
Winnti Group	USES	T1116
S0042	USES	T1105
S0042	USES	T1071
S0042	USES	T1043
S0042	USES	T1102
S0062	USES	T1091
S0062	USES	T1105
S0062	USES	T1057
S0062	USES	T1082
S0062	USES	T1071
S0062	USES	T1060
S0062	USES	T1027
S0062	USES	T1083
S0062	USES	T1047
S0062	USES	T1056
S0062	USES	T1063
S0062	USES	T1008
S0094	USES	T1105
S0094	USES	T1057
S0094	USES	T1003
S0094	USES	T1060
S0094	USES	T1045
S0094	USES	T1074
S0094	USES	T1113
S0009	USES	T1090
S0009	USES	T1024
S0148	USES	T1105
S0148	USES	T1119
S0148	USES	T1057
S0148	USES	T1059
S0148	USES	T1082
S0148	USES	T1085
S0148	USES	T1060
S0148	USES	T1112
S0148	USES	T1033
S0148	USES	T1027
S0148	USES	T1083
S0148	USES	T1107
S0148	USES	T1053
S0148	USES	T1070
S0148	USES	T1088
S0148	USES	T1056
S0148	USES	T1113
S0148	USES	T1120
S0148	USES	T1116
S0148	USES	T1124
S0148	USES	T1063
S0148	USES	T1094
S0148	USES	T1024
S0148	USES	T1115
S0148	USES	T1130
S0017	USES	T1105
S0017	USES	T1057
S0017	USES	T1059
S0017	USES	T1082
S0017	USES	T1033
S0017	USES	T1056
S0017	USES	T1113
S0017	USES	T1032
S0017	USES	T1094
S0017	USES	T1008
S0256	USES	T1105
S0256	USES	T1057
S0256	USES	T1059
S0256	USES	T1016
S0256	USES	T1085
S0256	USES	T1060
S0256	USES	T1112
S0256	USES	T1033
S0256	USES	T1086
S0256	USES	T1027
S0256	USES	T1107
S0256	USES	T1047
S0256	USES	T1122
S0256	USES	T1063
S0256	USES	T1024
S0256	USES	T1106
S0366	USES	T1076
S0366	USES	T1105
S0366	USES	T1210
S0366	USES	T1016
S0366	USES	T1083
S0366	USES	T1188
S0366	USES	T1047
S0366	USES	T1018
S0366	USES	T1050
S0366	USES	T1158
S0366	USES	T1120
S0366	USES	T1489
S0366	USES	T1024
S0366	USES	T1486
S0366	USES	T1222
S0366	USES	T1079
S0366	USES	T1490
S0142	USES	T1057
S0142	USES	T1059
S0142	USES	T1082
S0142	USES	T1085
S0142	USES	T1112
S0142	USES	T1027
S0142	USES	T1083
S0142	USES	T1050
S0142	USES	T1063
S0080	USES	T1105
S0080	USES	T1003
S0080	USES	T1059
S0080	USES	T1043
S0080	USES	T1060
S0331	USES	T1105
S0331	USES	T1057
S0331	USES	T1087
S0331	USES	T1016
S0331	USES	T1082
S0331	USES	T1071
S0331	USES	T1060
S0331	USES	T1033
S0331	USES	T1027
S0331	USES	T1203
S0331	USES	T1056
S0331	USES	T1065
S0331	USES	T1113
S0331	USES	T1048
S0331	USES	T1089
S0331	USES	T1022
S0331	USES	T1124
S0331	USES	T1125
S0331	USES	T1115
S0060	USES	T1016
S0060	USES	T1082
S0060	USES	T1071
S0060	USES	T1033
S0060	USES	T1069
S0060	USES	T1024
S0072	USES	T1036
S0072	USES	T1073
S0072	USES	T1071
S0072	USES	T1083
S0072	USES	T1056
S0072	USES	T1099
S0072	USES	T1100
S0072	USES	T1022
S0185	USES	T1105
S0185	USES	T1059
S0185	USES	T1099
S0185	USES	T1100
S0150	USES	T1105
S0150	USES	T1086
S0150	USES	T1027
S0150	USES	T1084
S0150	USES	T1099
S0150	USES	T1030
S0150	USES	T1032
S0150	USES	T1483
S0073	USES	T1100
S0003	USES	T1071
S0003	USES	T1043
S0003	USES	T1032
S0108	USES	T1090
S0108	USES	T1089
S0108	USES	T1063
S0108	USES	T1128
S0205	USES	T1016
S0205	USES	T1082
S0205	USES	T1043
S0205	USES	T1112
S0205	USES	T1050
S0205	USES	T1094
S0210	USES	T1105
S0210	USES	T1112
S0210	USES	T1050
S0210	USES	T1116
S0026	USES	T1102
S0360	USES	T1105
S0360	USES	T1059
S0360	USES	T1071
S0360	USES	T1086
S0360	USES	T1053
S0360	USES	T1483
S0165	USES	T1135
S0165	USES	T1087
S0165	USES	T1016
S0165	USES	T1049
S0165	USES	T1082
S0165	USES	T1018
S0165	USES	T1069
S0165	USES	T1012
S0188	USES	T1036
S0188	USES	T1140
S0170	USES	T1105
S0170	USES	T1119
S0170	USES	T1057
S0170	USES	T1059
S0170	USES	T1064
S0170	USES	T1071
S0170	USES	T1132
S0170	USES	T1060
S0170	USES	T1086
S0170	USES	T1027
S0170	USES	T1053
S0170	USES	T1023
S0170	USES	T1056
S0170	USES	T1074
S0170	USES	T1069
S0170	USES	T1116
S0170	USES	T1030
S0170	USES	T1032
S0170	USES	T1115
S0246	USES	T1059
S0246	USES	T1043
S0246	USES	T1090
S0246	USES	T1089
S0246	USES	T1024
S0280	USES	T1059
S0280	USES	T1082
S0280	USES	T1043
S0280	USES	T1033
S0280	USES	T1140
S0280	USES	T1038
S0218	USES	T1105
S0218	USES	T1082
S0218	USES	T1102
S0106	USES	T1105
S0106	USES	T1059
S0106	USES	T1082
S0106	USES	T1083
S0106	USES	T1107
S0010	USES	T1002
S0010	USES	T1024
S0103	USES	T1016
S0240	USES	T1105
S0240	USES	T1057
S0240	USES	T1003
S0240	USES	T1082
S0240	USES	T1071
S0240	USES	T1056
S0240	USES	T1041
S0240	USES	T1113
S0240	USES	T1012
S0240	USES	T1102
S0240	USES	T1063
S0240	USES	T1497
S0044	USES	T1105
S0044	USES	T1037
S0044	USES	T1057
S0044	USES	T1064
S0044	USES	T1016
S0044	USES	T1082
S0044	USES	T1071
S0044	USES	T1132
S0044	USES	T1085
S0044	USES	T1060
S0044	USES	T1027
S0044	USES	T1107
S0044	USES	T1053
S0044	USES	T1050
S0044	USES	T1113
S0044	USES	T1068
S0044	USES	T1122
S0044	USES	T1055
S0044	USES	T1008
S0044	USES	T1115
S0046	USES	T1003
S0046	USES	T1059
S0046	USES	T1036
S0046	USES	T1082
S0046	USES	T1071
S0046	USES	T1085
S0046	USES	T1060
S0046	USES	T1027
S0046	USES	T1053
S0046	USES	T1050
S0046	USES	T1102
S0046	USES	T1063
S0046	USES	T1497
S0180	USES	T1105
S0180	USES	T1057
S0180	USES	T1059
S0180	USES	T1007
S0180	USES	T1036
S0180	USES	T1016
S0180	USES	T1049
S0180	USES	T1082
S0180	USES	T1132
S0180	USES	T1043
S0180	USES	T1112
S0180	USES	T1031
S0180	USES	T1140
S0180	USES	T1027
S0180	USES	T1083
S0180	USES	T1107
S0180	USES	T1050
S0180	USES	T1065
S0180	USES	T1012
S0180	USES	T1032
S0180	USES	T1094
S0180	USES	T1106
S0085	USES	T1087
S0085	USES	T1007
S0085	USES	T1036
S0085	USES	T1082
S0085	USES	T1071
S0085	USES	T1132
S0085	USES	T1043
S0085	USES	T1060
S0085	USES	T1023
S0085	USES	T1136
S0085	USES	T1008
S0171	USES	T1105
S0171	USES	T1059
S0171	USES	T1036
S0171	USES	T1016
S0171	USES	T1082
S0171	USES	T1071
S0171	USES	T1033
S0171	USES	T1063
S0171	USES	T1032
S0171	USES	T1024
S0233	USES	T1135
S0233	USES	T1087
S0233	USES	T1059
S0233	USES	T1082
S0233	USES	T1107
S0233	USES	T1053
S0233	USES	T1018
S0233	USES	T1069
S0233	USES	T1046
S0186	USES	T1059
S0186	USES	T1082
S0186	USES	T1071
S0186	USES	T1060
S0186	USES	T1033
S0186	USES	T1086
S0186	USES	T1012
S0216	USES	T1189
S0216	USES	T1057
S0216	USES	T1082
S0216	USES	T1083
S0216	USES	T1113
S0216	USES	T1102
S0217	USES	T1105
S0217	USES	T1082
S0217	USES	T1113
S0055	USES	T1105
S0055	USES	T1071
S0055	USES	T1083
S0055	USES	T1055
S0135	USES	T1014
S0135	USES	T1055
S0364	USES	T1487
S0364	USES	T1485
S0364	USES	T1488
S0350	USES	T1077
S0350	USES	T1076
S0350	USES	T1059
S0350	USES	T1016
S0350	USES	T1082
S0350	USES	T1112
S0350	USES	T1033
S0350	USES	T1083
S0350	USES	T1107
S0350	USES	T1053
S0350	USES	T1050
S0234	USES	T1059
S0234	USES	T1056
S0234	USES	T1113
S0234	USES	T1093
S0234	USES	T1125
S0234	USES	T1123
S0354	USES	T1105
S0354	USES	T1059
S0354	USES	T1064
S0354	USES	T1002
S0354	USES	T1016
S0354	USES	T1073
S0354	USES	T1082
S0354	USES	T1071
S0354	USES	T1132
S0354	USES	T1043
S0354	USES	T1033
S0354	USES	T1140
S0354	USES	T1027
S0354	USES	T1083
S0354	USES	T1107
S0354	USES	T1012
S0354	USES	T1055
S0265	USES	T1105
S0265	USES	T1057
S0265	USES	T1087
S0265	USES	T1059
S0265	USES	T1005
S0265	USES	T1016
S0265	USES	T1082
S0265	USES	T1071
S0265	USES	T1132
S0265	USES	T1060
S0265	USES	T1033
S0265	USES	T1027
S0265	USES	T1083
S0265	USES	T1107
S0265	USES	T1047
S0265	USES	T1023
S0265	USES	T1074
S0265	USES	T1050
S0265	USES	T1069
S0265	USES	T1113
S0265	USES	T1055
S0265	USES	T1102
S0265	USES	T1008
S0265	USES	T1010
S0265	USES	T1485
S0265	USES	T1125
S0265	USES	T1029
S0245	USES	T1016
S0245	USES	T1082
S0245	USES	T1043
S0245	USES	T1112
S0245	USES	T1090
S0245	USES	T1089
S0245	USES	T1024
S0155	USES	T1082
S0155	USES	T1033
S0155	USES	T1107
S0155	USES	T1095
S0155	USES	T1012
S0155	USES	T1094
S0082	USES	T1105
S0082	USES	T1059
S0082	USES	T1007
S0082	USES	T1016
S0082	USES	T1082
S0082	USES	T1071
S0082	USES	T1085
S0082	USES	T1060
S0082	USES	T1027
S0082	USES	T1050
S0082	USES	T1069
S0082	USES	T1055
S0082	USES	T1009
S0082	USES	T1024
S0250	USES	T1076
S0250	USES	T1105
S0250	USES	T1135
S0250	USES	T1003
S0250	USES	T1059
S0250	USES	T1005
S0250	USES	T1064
S0250	USES	T1016
S0250	USES	T1085
S0250	USES	T1117
S0250	USES	T1033
S0250	USES	T1088
S0250	USES	T1047
S0250	USES	T1055
S0250	USES	T1046
S0250	USES	T1032
S0250	USES	T1170
S0250	USES	T1035
S0250	USES	T1115
S0128	USES	T1105
S0128	USES	T1119
S0128	USES	T1059
S0128	USES	T1005
S0128	USES	T1036
S0128	USES	T1073
S0128	USES	T1071
S0128	USES	T1132
S0128	USES	T1060
S0128	USES	T1083
S0128	USES	T1053
S0128	USES	T1056
S0128	USES	T1074
S0128	USES	T1113
S0128	USES	T1120
S0128	USES	T1001
S0128	USES	T1025
S0128	USES	T1116
S0128	USES	T1102
S0128	USES	T1039
S0128	USES	T1093
S0128	USES	T1024
S0128	USES	T1106
S0140	USES	T1078
S0140	USES	T1077
S0140	USES	T1105
S0140	USES	T1036
S0140	USES	T1016
S0140	USES	T1082
S0140	USES	T1071
S0140	USES	T1043
S0140	USES	T1112
S0140	USES	T1027
S0140	USES	T1053
S0140	USES	T1088
S0140	USES	T1018
S0140	USES	T1050
S0140	USES	T1012
S0140	USES	T1124
S0140	USES	T1487
S0140	USES	T1485
S0140	USES	T1035
S0140	USES	T1486
S0156	USES	T1059
S0156	USES	T1082
S0156	USES	T1047
S0160	USES	T1105
S0160	USES	T1140
S0160	USES	T1130
S0153	USES	T1105
S0153	USES	T1003
S0153	USES	T1059
S0153	USES	T1016
S0153	USES	T1049
S0153	USES	T1082
S0153	USES	T1071
S0153	USES	T1043
S0153	USES	T1060
S0153	USES	T1033
S0153	USES	T1027
S0153	USES	T1083
S0153	USES	T1107
S0153	USES	T1023
S0153	USES	T1065
S0153	USES	T1113
S0153	USES	T1038
S0153	USES	T1032
S0153	USES	T1094
S0158	USES	T1059
S0158	USES	T1112
S0158	USES	T1095
S0158	USES	T1094
S0067	USES	T1071
S0067	USES	T1107
S0067	USES	T1081
S0261	USES	T1036
S0261	USES	T1016
S0261	USES	T1112
S0261	USES	T1056
S0261	USES	T1074
S0261	USES	T1050
S0261	USES	T1113
S0261	USES	T1010
S0261	USES	T1115
S0144	USES	T1105
S0144	USES	T1057
S0144	USES	T1003
S0144	USES	T1036
S0144	USES	T1082
S0144	USES	T1071
S0144	USES	T1060
S0144	USES	T1083
S0144	USES	T1116
S0144	USES	T1089
S0144	USES	T1032
S0144	USES	T1024
S0264	USES	T1105
S0264	USES	T1059
S0264	USES	T1064
S0264	USES	T1002
S0264	USES	T1082
S0264	USES	T1071
S0264	USES	T1132
S0264	USES	T1140
S0264	USES	T1027
S0264	USES	T1107
S0264	USES	T1053
S0264	USES	T1047
S0264	USES	T1045
S0264	USES	T1074
S0264	USES	T1041
S0264	USES	T1030
S0264	USES	T1124
S0264	USES	T1497
S0269	USES	T1059
S0269	USES	T1036
S0269	USES	T1064
S0269	USES	T1016
S0269	USES	T1071
S0269	USES	T1112
S0269	USES	T1033
S0269	USES	T1140
S0269	USES	T1086
S0269	USES	T1027
S0269	USES	T1107
S0269	USES	T1053
S0269	USES	T1001
S0269	USES	T1012
S0269	USES	T1008
S0358	USES	T1114
S0358	USES	T1137
S0063	USES	T1057
S0063	USES	T1087
S0063	USES	T1049
S0063	USES	T1027
S0063	USES	T1083
S0063	USES	T1018
S0070	USES	T1105
S0070	USES	T1059
S0070	USES	T1036
S0070	USES	T1073
S0070	USES	T1071
S0070	USES	T1043
S0070	USES	T1060
S0070	USES	T1027
S0070	USES	T1083
S0070	USES	T1107
S0070	USES	T1056
S0070	USES	T1038
S0139	USES	T1105
S0139	USES	T1057
S0139	USES	T1059
S0139	USES	T1016
S0139	USES	T1082
S0139	USES	T1043
S0139	USES	T1085
S0139	USES	T1060
S0139	USES	T1033
S0139	USES	T1027
S0139	USES	T1083
S0139	USES	T1107
S0139	USES	T1124
S0139	USES	T1010
S0139	USES	T1485
S0139	USES	T1096
S0131	USES	T1060
S0131	USES	T1027
S0131	USES	T1083
S0131	USES	T1020
S0015	USES	T1001
S0169	USES	T1005
S0169	USES	T1036
S0169	USES	T1074
S0169	USES	T1050
S0169	USES	T1022
S0056	USES	T1077
S0056	USES	T1003
S0056	USES	T1110
S0056	USES	T1035
S0102	USES	T1016
S0102	USES	T1049
S0039	USES	T1077
S0039	USES	T1135
S0039	USES	T1087
S0039	USES	T1007
S0039	USES	T1049
S0039	USES	T1136
S0039	USES	T1018
S0039	USES	T1069
S0039	USES	T1126
S0039	USES	T1124
S0039	USES	T1201
S0039	USES	T1035
S0005	USES	T1003
S0161	USES	T1057
S0161	USES	T1082
S0161	USES	T1071
S0161	USES	T1033
S0161	USES	T1083
S0161	USES	T1107
S0161	USES	T1056
S0161	USES	T1081
S0161	USES	T1113
S0161	USES	T1120
S0161	USES	T1106
S0230	USES	T1105
S0230	USES	T1016
S0230	USES	T1073
S0230	USES	T1082
S0230	USES	T1071
S0230	USES	T1140
S0230	USES	T1027
S0230	USES	T1088
S0230	USES	T1045
S0230	USES	T1050
S0230	USES	T1001
S0230	USES	T1032
S0230	USES	T1009
S0129	USES	T1132
S0129	USES	T1086
S0129	USES	T1083
S0129	USES	T1088
S0335	USES	T1057
S0335	USES	T1087
S0335	USES	T1016
S0335	USES	T1049
S0335	USES	T1043
S0335	USES	T1140
S0335	USES	T1027
S0335	USES	T1053
S0335	USES	T1095
S0335	USES	T1018
S0335	USES	T1074
S0335	USES	T1050
S0335	USES	T1048
S0335	USES	T1012
S0335	USES	T1055
S0335	USES	T1124
S0037	USES	T1071
S0037	USES	T1086
S0037	USES	T1001
S0037	USES	T1048
S0037	USES	T1102
S0037	USES	T1024
S0349	USES	T1003
S0349	USES	T1081
S0104	USES	T1049
S0363	USES	T1021
S0363	USES	T1105
S0363	USES	T1097
S0363	USES	T1075
S0363	USES	T1210
S0363	USES	T1175
S0363	USES	T1057
S0363	USES	T1135
S0363	USES	T1087
S0363	USES	T1114
S0363	USES	T1003
S0363	USES	T1059
S0363	USES	T1064
S0363	USES	T1002
S0363	USES	T1016
S0363	USES	T1049
S0363	USES	T1082
S0363	USES	T1071
S0363	USES	T1043
S0363	USES	T1060
S0363	USES	T1031
S0363	USES	T1086
S0363	USES	T1027
S0363	USES	T1083
S0363	USES	T1053
S0363	USES	T1015
S0363	USES	T1088
S0363	USES	T1047
S0363	USES	T1023
S0363	USES	T1136
S0363	USES	T1056
S0363	USES	T1081
S0363	USES	T1041
S0363	USES	T1099
S0363	USES	T1113
S0363	USES	T1134
S0363	USES	T1068
S0363	USES	T1040
S0363	USES	T1048
S0363	USES	T1038
S0363	USES	T1055
S0363	USES	T1046
S0363	USES	T1102
S0363	USES	T1063
S0363	USES	T1032
S0363	USES	T1179
S0363	USES	T1035
S0363	USES	T1106
S0363	USES	T1125
S0363	USES	T1115
S0363	USES	T1145
S0363	USES	T1101
S0363	USES	T1178
S0363	USES	T1217
S0363	USES	T1482
S0363	USES	T1484
S0363	USES	T1208
S0363	USES	T1171
S0363	USES	T1034
S0363	USES	T1127
S0069	USES	T1057
S0069	USES	T1059
S0069	USES	T1083
S0069	USES	T1107
S0069	USES	T1104
S0069	USES	T1102
S0174	USES	T1040
S0174	USES	T1171
S0059	USES	T1057
S0059	USES	T1082
S0059	USES	T1071
S0059	USES	T1033
S0059	USES	T1083
S0059	USES	T1008
S0181	USES	T1016
S0181	USES	T1082
S0181	USES	T1083
S0181	USES	T1107
S0181	USES	T1099
S0181	USES	T1024
S0004	USES	T1059
S0004	USES	T1060
S0004	USES	T1023
S0004	USES	T1056
S0004	USES	T1050
S0004	USES	T1113
S0004	USES	T1089
S0004	USES	T1115
S0191	USES	T1035
S0352	USES	T1105
S0352	USES	T1059
S0352	USES	T1064
S0352	USES	T1082
S0352	USES	T1027
S0352	USES	T1107
S0352	USES	T1158
S0352	USES	T1022
S0352	USES	T1159
S0352	USES	T1160
S0378	USES	T1075
S0378	USES	T1210
S0378	USES	T1119
S0378	USES	T1087
S0378	USES	T1003
S0378	USES	T1007
S0378	USES	T1002
S0378	USES	T1016
S0378	USES	T1049
S0378	USES	T1082
S0378	USES	T1071
S0378	USES	T1083
S0378	USES	T1084
S0378	USES	T1088
S0378	USES	T1047
S0378	USES	T1090
S0378	USES	T1056
S0378	USES	T1110
S0378	USES	T1081
S0378	USES	T1069
S0378	USES	T1134
S0378	USES	T1068
S0378	USES	T1040
S0378	USES	T1055
S0378	USES	T1046
S0378	USES	T1201
S0378	USES	T1035
S0378	USES	T1482
S0378	USES	T1171
S0332	USES	T1105
S0332	USES	T1059
S0332	USES	T1064
S0332	USES	T1060
S0332	USES	T1112
S0332	USES	T1027
S0332	USES	T1083
S0332	USES	T1088
S0332	USES	T1090
S0332	USES	T1056
S0332	USES	T1113
S0332	USES	T1055
S0332	USES	T1125
S0332	USES	T1497
S0332	USES	T1115
S0332	USES	T1123
S0105	USES	T1087
S0105	USES	T1069
S0105	USES	T1482
S0195	USES	T1107
S0195	USES	T1116
S0195	USES	T1485
S0076	USES	T1071
S0076	USES	T1056
S0076	USES	T1001
S0076	USES	T1032
S0076	USES	T1024
S0223	USES	T1105
S0223	USES	T1175
S0223	USES	T1087
S0223	USES	T1005
S0223	USES	T1036
S0223	USES	T1064
S0223	USES	T1016
S0223	USES	T1082
S0223	USES	T1132
S0223	USES	T1043
S0223	USES	T1140
S0223	USES	T1086
S0223	USES	T1027
S0223	USES	T1107
S0223	USES	T1053
S0223	USES	T1047
S0223	USES	T1090
S0223	USES	T1065
S0223	USES	T1173
S0223	USES	T1113
S0223	USES	T1089
S0223	USES	T1063
S0223	USES	T1032
S0223	USES	T1170
S0223	USES	T1029
S0048	USES	T1003
S0048	USES	T1005
S0048	USES	T1082
S0048	USES	T1071
S0048	USES	T1083
S0232	USES	T1003
S0232	USES	T1059
S0232	USES	T1027
S0025	USES	T1059
S0025	USES	T1102
S0336	USES	T1105
S0336	USES	T1059
S0336	USES	T1064
S0336	USES	T1016
S0336	USES	T1060
S0336	USES	T1112
S0336	USES	T1027
S0336	USES	T1056
S0336	USES	T1065
S0336	USES	T1089
S0336	USES	T1032
S0336	USES	T1125
S0336	USES	T1123
S0097	USES	T1018
S0146	USES	T1059
S0146	USES	T1071
S0214	USES	T1105
S0214	USES	T1082
S0214	USES	T1033
S0083	USES	T1105
S0083	USES	T1059
S0083	USES	T1036
S0083	USES	T1082
S0083	USES	T1132
S0083	USES	T1043
S0083	USES	T1083
S0083	USES	T1107
S0083	USES	T1095
S0083	USES	T1070
S0083	USES	T1099
S0083	USES	T1094
S0013	USES	T1105
S0013	USES	T1057
S0013	USES	T1135
S0013	USES	T1059
S0013	USES	T1036
S0013	USES	T1049
S0013	USES	T1073
S0013	USES	T1071
S0013	USES	T1043
S0013	USES	T1060
S0013	USES	T1112
S0013	USES	T1031
S0013	USES	T1140
S0013	USES	T1083
S0013	USES	T1095
S0013	USES	T1056
S0013	USES	T1050
S0013	USES	T1113
S0013	USES	T1012
S0013	USES	T1102
S0013	USES	T1094
S0013	USES	T1026
S0013	USES	T1106
S0013	USES	T1497
S0013	USES	T1127
S0190	USES	T1105
S0190	USES	T1048
S0168	USES	T1105
S0168	USES	T1071
S0168	USES	T1060
S0168	USES	T1033
S0168	USES	T1027
S0168	USES	T1107
S0168	USES	T1053
S0168	USES	T1023
S0168	USES	T1090
S0168	USES	T1099
S0168	USES	T1116
S0168	USES	T1055
S0168	USES	T1004
S0168	USES	T1024
S0168	USES	T1096
S0168	USES	T1180
S0012	USES	T1105
S0012	USES	T1059
S0012	USES	T1005
S0012	USES	T1060
S0012	USES	T1112
S0012	USES	T1031
S0012	USES	T1027
S0012	USES	T1056
S0012	USES	T1074
S0012	USES	T1050
S0012	USES	T1065
S0012	USES	T1014
S0012	USES	T1055
S0012	USES	T1032
S0012	USES	T1010
S0187	USES	T1105
S0187	USES	T1003
S0187	USES	T1059
S0187	USES	T1036
S0187	USES	T1002
S0187	USES	T1071
S0187	USES	T1132
S0187	USES	T1027
S0187	USES	T1045
S0187	USES	T1056
S0187	USES	T1066
S0187	USES	T1113
S0187	USES	T1001
S0187	USES	T1116
S0187	USES	T1022
S0187	USES	T1032
S0091	USES	T1057
S0091	USES	T1087
S0091	USES	T1007
S0091	USES	T1002
S0091	USES	T1016
S0091	USES	T1049
S0091	USES	T1082
S0091	USES	T1071
S0091	USES	T1033
S0091	USES	T1027
S0091	USES	T1083
S0091	USES	T1107
S0091	USES	T1018
S0091	USES	T1069
S0091	USES	T1116
S0091	USES	T1012
S0091	USES	T1022
S0091	USES	T1124
S0091	USES	T1063
S0091	USES	T1032
S0130	USES	T1091
S0130	USES	T1105
S0130	USES	T1003
S0130	USES	T1016
S0130	USES	T1082
S0130	USES	T1033
S0130	USES	T1056
S0130	USES	T1089
S0189	USES	T1140
S0189	USES	T1027
S0189	USES	T1053
S0189	USES	T1093
S0110	USES	T1053
S0275	USES	T1105
S0275	USES	T1059
S0275	USES	T1016
S0275	USES	T1082
S0275	USES	T1071
S0275	USES	T1033
S0275	USES	T1083
S0275	USES	T1113
S0275	USES	T1124
S0275	USES	T1032
S0227	USES	T1213
S0162	USES	T1057
S0162	USES	T1071
S0162	USES	T1033
S0162	USES	T1107
S0162	USES	T1158
S0162	USES	T1024
S0162	USES	T1159
S0183	USES	T1188
S0183	USES	T1079
S0211	USES	T1105
S0211	USES	T1057
S0211	USES	T1059
S0211	USES	T1005
S0211	USES	T1082
S0211	USES	T1083
S0211	USES	T1107
S0211	USES	T1008
S0211	USES	T1029
S0351	USES	T1105
S0351	USES	T1057
S0351	USES	T1082
S0351	USES	T1071
S0351	USES	T1033
S0351	USES	T1083
S0351	USES	T1041
S0351	USES	T1065
S0351	USES	T1113
S0351	USES	T1124
S0351	USES	T1004
S0029	USES	T1077
S0029	USES	T1035
S0049	USES	T1057
S0049	USES	T1087
S0049	USES	T1007
S0049	USES	T1016
S0049	USES	T1071
S0049	USES	T1083
S0173	USES	T1071
S0173	USES	T1090
S0238	USES	T1119
S0238	USES	T1057
S0238	USES	T1059
S0238	USES	T1005
S0238	USES	T1064
S0238	USES	T1016
S0238	USES	T1082
S0238	USES	T1071
S0238	USES	T1043
S0238	USES	T1083
S0238	USES	T1107
S0238	USES	T1041
S0238	USES	T1012
S0238	USES	T1124
S0238	USES	T1485
S0238	USES	T1035
S0271	USES	T1105
S0271	USES	T1057
S0271	USES	T1059
S0271	USES	T1016
S0271	USES	T1082
S0271	USES	T1043
S0271	USES	T1112
S0271	USES	T1083
S0271	USES	T1107
S0271	USES	T1113
S0271	USES	T1024
S0357	USES	T1003
S0357	USES	T1047
S0357	USES	T1040
S0357	USES	T1035
S0357	USES	T1208
S0357	USES	T1171
S0229	USES	T1105
S0229	USES	T1057
S0229	USES	T1059
S0229	USES	T1064
S0229	USES	T1016
S0229	USES	T1082
S0229	USES	T1117
S0229	USES	T1027
S0229	USES	T1083
S0229	USES	T1070
S0229	USES	T1102
S0229	USES	T1093
S0077	USES	T1105
S0077	USES	T1059
S0077	USES	T1041
S0077	USES	T1032
S0270	USES	T1105
S0270	USES	T1057
S0270	USES	T1059
S0270	USES	T1064
S0270	USES	T1016
S0270	USES	T1082
S0270	USES	T1117
S0270	USES	T1060
S0270	USES	T1033
S0270	USES	T1140
S0270	USES	T1086
S0270	USES	T1027
S0270	USES	T1047
S0270	USES	T1023
S0270	USES	T1113
S0270	USES	T1001
S0270	USES	T1102
S0270	USES	T1063
S0270	USES	T1094
S0270	USES	T1497
S0032	USES	T1105
S0032	USES	T1057
S0032	USES	T1059
S0032	USES	T1073
S0032	USES	T1043
S0032	USES	T1085
S0032	USES	T1060
S0032	USES	T1107
S0032	USES	T1070
S0032	USES	T1056
S0032	USES	T1050
S0032	USES	T1113
S0032	USES	T1032
S0241	USES	T1105
S0241	USES	T1057
S0241	USES	T1087
S0241	USES	T1059
S0241	USES	T1007
S0241	USES	T1016
S0241	USES	T1049
S0241	USES	T1082
S0241	USES	T1071
S0241	USES	T1043
S0241	USES	T1033
S0241	USES	T1086
S0241	USES	T1047
S0241	USES	T1018
S0241	USES	T1012
S0241	USES	T1055
S0166	USES	T1105
S0166	USES	T1053
S0166	USES	T1035
S0213	USES	T1105
S0213	USES	T1027
S0213	USES	T1056
S0213	USES	T1113
S0213	USES	T1102
S0213	USES	T1123
S0043	USES	T1082
S0043	USES	T1071
S0043	USES	T1095
S0347	USES	T1105
S0347	USES	T1059
S0347	USES	T1043
S0347	USES	T1140
S0347	USES	T1027
S0347	USES	T1083
S0347	USES	T1107
S0347	USES	T1090
S0347	USES	T1050
S0347	USES	T1055
S0099	USES	T1016
S0036	USES	T1005
S0036	USES	T1060
S0036	USES	T1083
S0036	USES	T1074
S0036	USES	T1025
S0036	USES	T1022
S0219	USES	T1057
S0219	USES	T1059
S0219	USES	T1007
S0219	USES	T1082
S0219	USES	T1033
S0219	USES	T1083
S0219	USES	T1010
S0061	USES	T1089
S0061	USES	T1046
S0206	USES	T1105
S0206	USES	T1059
S0206	USES	T1043
S0206	USES	T1050
S0206	USES	T1055
S0157	USES	T1082
S0157	USES	T1071
S0157	USES	T1112
S0157	USES	T1083
S0157	USES	T1010
S0176	USES	T1073
S0176	USES	T1082
S0176	USES	T1107
S0176	USES	T1050
S0176	USES	T1068
S0176	USES	T1055
S0176	USES	T1063
S0176	USES	T1035
S0176	USES	T1177
S0074	USES	T1105
S0074	USES	T1059
S0074	USES	T1073
S0074	USES	T1071
S0074	USES	T1085
S0074	USES	T1060
S0074	USES	T1027
S0074	USES	T1107
S0074	USES	T1088
S0074	USES	T1050
S0074	USES	T1024
S0033	USES	T1056
S0033	USES	T1010
S0051	USES	T1105
S0051	USES	T1071
S0051	USES	T1102
S0051	USES	T1008
S0194	USES	T1057
S0194	USES	T1087
S0194	USES	T1003
S0194	USES	T1005
S0194	USES	T1060
